Ulasan_clean,rating,label
"Response cepat, pengiriman cepat",5,1
"Barang sampai tepat wkt, paking oke, sdh dicoba smua berfungsi baik, seller fast response, recommended bgt.",5,1
Produknya recomended banget,5,1
Barang sudah sampai ... terima kasih bos respon cepat nya,5,1
"Cepat, barang sesuai pesanan, bekerja dengan baik",5,1
Mantaaaaaaaaapppp sesuai deskripsi,5,1
goodddddddddddddddddddddddddddd,5,1
Belum ditest. Tp kayaknya working properlt,5,1
"produk diterima dalam kondisi yang baik dan rapi. Setelah dipasangkan dengan PC kami, berfungsi dengan baik pula.",4,1
"barang bagus, sesuai di iklan, packing rapih, fast response.
mantap gan, semoga makin lancar",4,1
Top top top top top top top,5,1
Sampai dengan aman berfungsi baik,4,1
"Barang sesuai, tapi packing nya aja yg kurang rapi, but its ok...selebihnya good job...",3,0
Mantap gan. Thankyou barang sampe cepet,5,1
"Pengiriman cepat,, belum dicoba, semoga berjalan dg normal.
Sukses gan",5,1
Respon cepat dan packing rapi. Thanks,5,1
"Pengiriman sesuai dgn pesanan, sdh dipasang dan berfungsi dgn baik 👍🏼👍🏼",5,1
"cakep,,,,,cepat sampai,,,,,,,",5,1
barang sudah sampai sesuai kiriman. thanks...,4,1
Barang tiba &amp; berfungsi sesuai deskripsi,5,1
"Respon cepat, barang sesuai pesanan, belum dicoba, semoga awet, recommended seller",5,1
Mantap sesuai dengan gambar dan deskripsi,5,1
Barang sesuai gambar dan tiba tepat waktu,4,1
top....... thank you..,5,1
Mkasih gan peketnya udah nyampe...sesuai pesanan,5,1
Barang sesuai dengan yg ditawarkan,5,1
Terimakasih.........,5,1
Barang sudah kami terima dengan baik gan.  Thanks,5,1
"Barang sesuai dengan deskripsi.

Terima Kasih",5,1
"barang cepat sampai, sesuai pesanan",5,1
"Barang sesuai dan pengirimannya ngebut euy, mantap",5,1
Barang sampai dengan tepat waktu dan aman,5,1
"Keren dan mantapppppp, semua okke",5,1
Respon cepat dan barang sesuai... sukses selalu ya Gan....,5,1
Cepat dan akurat. Thanks,5,1
Keren respon cepat barang cepat sampai,5,1
barang sesuai dengan funsinya......,5,1
Secara fisik barang bagus sesuai harapan tapi belum test fungsi.  Semoga nanti bisa berfungsi dg baik.,4,1
"Kualitas produk sangat baik, Pengiriman juga cepat.. Semoga barang awet",5,1
berfungsi dengan baik. okok,5,1
"Barang sudah sampai dengan selamat, thank you",5,1
Barang sdh diterima sesuai pesanan,4,1
"Packing rapi.
Alat berfungsi dengan baik.
Terimakasih banyak",5,1
barang sesuai deskripsi🖒,5,1
trims barang sesuai deskripsi dan berfungsi dengan baik,5,1
"Barang sesuai pesanan, tq",5,1
Makasih... sudah sampai dengan baik,5,1
berfungsi dengan baik... terimakasih,5,1
Cepet bgt sampe barangnya,5,1
Barang oke.. Fast respon juga..,5,1
Pengirimannya sangat cepat,5,1
fast respoon... barangnya sudah sampaaii yaa..,4,1
Barang udah sampai dengan selamat,5,1
"Sudah dicoba.
Dapet Adapter, Warranty, Guide, sama Switchnya.
Liat di guide dan foto sepertinya colok ke angka paling terakhir, ternyata salah.
Coloknya diangka paling pertama untuk sambungan dari modem.
Port yg baru dicoba 3 dari 5 dan berfungsi sebagaimana semestinya.
Untuk percobaan 100Mbps tidak memungkinkan karena kecepatan internet tidak sampai kesitu..
Tapi overall semua sesuai keinginan.
Thanks yaa..",5,1
Barang sudah sampai gan terima kasih,5,1
mantappppppp barang sesuai harapan... dan yg utama pelayanannya cepat sekali,5,1
"Alhamdulillah sdh ditrm, Moga2 awet. Trmksh.",5,1
Barang mantap  😆👍,5,1
"Pengiriman cepat, barangnya sesuai deskripsi",5,1
Barang sudah diterima good service,5,1
"barang sesuai deskripsi, pengiriman sesuai jadwal.",4,1
"Brg sesuai pesanan, rekomen seller",5,1
Pengiriman sangat cepat dan barang berfungsi dengan baik. Terima kasih.,5,1
"barang ok,udah di coba dan berfungsi dengan baik...",5,1
Barang Berkualitas harga bersahabat packing rapi pengiriman cepat recommended,5,1
Pengiriman super cepet. Barang jg berfungsi makasih,5,1
Mantap barang cepat sampai mudah mudahan awet,5,1
"pengiriman cepat, barang sesuai dengan yang dipesan. thank you",5,1
"Barang sudah diterima, thank u gan",5,1
Barang sesuai deskripsi,5,1
Pengiriman sesuai dengan chat dan sangat cepat. Melakukan pembungkusan paket sekitar 7-10mnt kemudian sudah siap diantarkan grab ke lokasi tujuan. Mantap abis,5,1
"Respon cepat, kwalitas bagus, pengiriman cepat,harga murah,,senang belanja di agan",5,1
Respon baik . Packing rapi . Barang sesuai,5,1
"Respon Cepet,Pengiriman barang langsung....",5,1
"thanks,..............",4,1
udah 2 x beli disini dan gak pernah kecewa . makasih,5,1
pengiriman oke.. packing kurang.. produk berkerja sangat bagus... semoga sukses,5,1
"Barang sesuai, respon cepat dan komunikatif",5,1
Recomended seller. Ditunggu dagangan lainnya gan,5,1
Sudah terima dengan baik..sementara di test,5,1
Siiiiiiiipppppppppp..........,5,1
Barang bagus berfungsi sesuai deskripsi. Recommended seller!!!!,5,1
Produk sesuai..murah tapi kualitas..good,5,1
Mantapppppppppp gannmmmmnmnn,5,1
"Makasih gan, barang diterima dengan baik.",5,1
Good barang oke dipakai sampai hari ini,4,1
"Produknya oke, pengiriman tpt waktu,, recommended",5,1
Produk sdh diterima dgn baik.,5,1
"Respon penjual cpt.,packing mantap",4,1
"Pengiriman cepat, bekerja dengan baik. Cuma ternyata saya salah beli, karena switcher ini tidak bisa terima input dr modem internet/input WAN. Harusnya pake router.",5,1
"Barang sesuai dekripsi , recomended seller",5,1
Udah sampai .... Terima kasih ya,5,1
Bagus pengiriman cepat,4,1
Barang bagus dan sesuai ulasan,5,1
Berfungsi dengan baik dan bijaks,5,1
"mantapppp, respon seller cepet
barang OK",4,1
Thanks barang sudah diterima,5,1
Pengiriman cepat barang sesuai deskripsi,5,1
Sesuai gambar dan tepat waktu pengiriman nya,5,1
"respon cepat, pengiriman sesuai jadwal ... top lah",5,1
"Bagus
Sudah di pakai dan normal",5,1
mantappppppppppppppp,5,1
Produk sesuai deskripsi. Respon lapak sangat cepat,5,1
"Pengiriman cepat, packing rapi",5,1
"Well done, barang bagus pelayanan bagus. Terima Kasih",5,1
"pengiriman cepat, barang diterima baik packing baik",5,1
"Unit sudah sampai, respon penjual cepat dan tidak mengecewakan",5,1
Terima kasih gan. Barang sudah di terima.,5,1
Produk sesuai pengiriman cepat,5,1
"Barang sesuai keterangan.....respon aj oke,... Order jam 10, jam 3an dah sampe, paling ok ....mantab",5,1
"barang sudah sampai, pengiriman cepat banget, terimakasih",5,1
Sangat cepat dan akurat. Mantap!,5,1
"Produk OK, mudah dipergunakan tinggal plug n play dan berfungsi dengan baik.
Packing OK. Recommended seller.",5,1
Produk bagus packing rapih,5,1
...................................,4,1
Respon seller sgt cepat dan barang sesuai dg deskripsi. sip,5,1
"Produk sesuai gambar, packingnya rapih dan respon cepat",5,1
"Barang Cepat Sampai, dan susai",5,1
"Barang oke, pengiriman cepat. Recomended seller 👍🏽",5,1
"Mantap boskuh,luar biasa",5,1
Barang sudah diterima dg baik..,4,1
"Barang sesuai dengan pesanan, pelayanan  memuaskan, moga2  awet barangnya, terima kasih.",5,1
Pengiriman cepat.... Thx ya gan...,5,1
"Ok produk orisinil dan bekerja dengan baik, tq",5,1
Barang sudah di terima.. cepat sampe.. seller responsive.. thankssss!!,5,1
terima kasih gan........,5,1
Terimakasih..........,5,1
"bagus, pengiriman cepat",5,1
Gooooooooodddddddddd,5,1
cukup cepat pengiriman nya thank next order,3,0
Bagus dan harga ok. Ada 5 port lubang. Cocok utk prsh kecil,5,1
Barang terima baik dan fast respon. Recomended,5,1
Proses order super cepat dibawah 1 jam barang sudah diterima tq,5,1
"Barang sesuai spesifikasinya. Deliverynya juga cepet.
Semoga awet",4,1
barng sesuai pesanan..mungkin habis libur lebaran jadi agak lama pihak JNE mengirimnya...terima kasih,4,1
"Respon cepat, barang sesuai keterangan....mantab",5,1
Pengiriman cepat sampai,5,1
Gshshhsjdkdkkdjdjdjdj,3,0
Paket sudah sampai dan tinggal di pasang,5,1
Barang oke pengiriman cepat,5,1
"Barang bagus, packing rapi, dan pengiriman cepat!",5,1
Ok cuma pengiriman kurang cepat. Mgkn krn mau Lebaran kmrn,5,1
Alhamdulillah barang telah sampai dengan baik,5,1
Recommended seller...brg cpt dikirim..,5,1
Barang bagus berfugsi dengan baik,5,1
ya goodya goodya goodya good,4,1
Terima kasih atas kirimannya. Barang sudah kami terima,4,1
Barang bagus belum dicoba,5,1
"Terimakasih banyak, barang sudah sampai.",5,1
"sudah dicoba...oke semua, pelayanan cepat, respon sigap..siiip",5,1
Mantappppppppp bossss,5,1
"Pengiriman cepat,  quick respon",5,1
"Barang ok. Packing rapi, langsung dicoba, working fine.",5,1
Distributor pulsa www.adzkareload.info,5,1
Mata pancing laaaaaaaahhhhhh,5,1
Barang mantap pengiriman cepat,5,1
"barang sdh sampai, packing rapih, hanya saja paket blm dibuka dan barang blm dicoba, makasi ya :)",5,1
"Produk sesuai dgn deskripsi.
Tapi packing tidak aman dan jasa kurir tidak sesuai permintaan,barang sampai jadi lama.",5,1
"Pesan untuk kedua kalinya yg lama so far so good. barang sesuai, kualitas nya bagus, cepat sampainya. Recomended product n seller. Tq",5,1
"semoga Allah senantiasa memberikan kesuksesan ya, terima kasih atas pelayanan terbaik nya",5,1
barang bagus Gan..paking&#34; rapih,5,1
Bayar langsung diantar langsung dicoba mantap,5,1
mantaaapmantaaapmantaaap,5,1
Barang sesuai pesanan dan kondisi bagus,5,1
Thanks gan udah sampe yaa,5,1
"Seller fast respond, barang ori ad kartu garansi, pesen pagi sore sampe.. Ntap",5,1
Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet.. Complete Done,5,1
"Produk berfungsi dan masih terpakai hari ini, sukses buat agan ini.",5,1
Packing kurang aman tp untung barang aman...,5,1
Topppppppppppppppp bangettttt,5,1
"Brng sdg sampai dan sesuai pesanan blm sempat dites...fast respon,ramah dan brng cepat dikirim...tq gan dan tokped",5,1
"pengiriman cepat, barang sesuai deskripsi",5,1
"Ok, produk berfungsi dengan baik",5,1
Barang sudah diterima dengan baik,5,1
"pengiriman cepat, barangnya ok bgt, colok lan sama power langsung jalan gapake setel setel👍👍👍 thanks min👍",5,1
"Sesuai gambar,fast response 1x24 jam barang smp di tujuan...",5,1
"harga murah, kirim gojek sameday cepat",5,1
Brng sampai dengan cpt Thanks y,5,1
"Thanks gan , sampenya cepet , blum di coba",5,1
"Cepat sampenya, cepat respond penjual, barang kondisi 100%bagus",5,1
Barang sudah diterima dan berfungsi dengan baik,5,1
"Okokokokokokok
Okokokokokokok",4,1
Barang Cepat sampai dan sesuai dengan gambar,5,1
"Pengiriman super cepat, terima kasih",5,1
"Barang nya cepat sampai, order 11.30 barang diterima 13.30 (instan kurir), barang sesuai spesifikasi, murah dan mudah2an awet.",5,1
produk okeee... puassss,5,1
Respon cepat sangat. Thanks,5,1
Seller ok punya.......,5,1
barang sesuai dan cepat pengirimannya,5,1
"Thx bos barangnya sudah diterima, sorey telat kasih bintangnya",5,1
Cepat sampai dan pengiriman rapi,5,1
Top cepat sampai kualitas ok,5,1
"Barang sudah sampai semua, thank you",5,1
"Mantaapppp,, berfungsi dengan normal..",5,1
bagus murah...........,5,1
"Berfungsi dengan baik, packaging safety, dan cepat sampai",5,1
cepat sampai...barang belum dicoba,5,1
"Terimakasih gan,, barang oke,, kiriman tepat waktu lebih cepat malah.. sukses gan",5,1
barang bagus sesuai pesanan,5,1
"Barang cepat sampai, untuk konfigurasi belum dicoba",4,1
Keren barang sesuai packing rapi cepet juga pengirimannya,5,1
Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet,5,1
ok.........................................,4,1
produk sesuai dengan yang di inginkan..,5,1
pengiriman cepat..kemasan barang bagus,4,1
"Ini yg nama nya Pelayanan cepat, kurang dari 24 jam barang sunda sampe di alamat,.
Bravo,..",5,1
Packing rapi dan cepat.Hub belum dicoba.Insya Allah Berfungsi dgn baik,5,1
barang bagus recomended,5,1
Barang pesanan sesuai deskripsi.,5,1
everything is good. very recomended. thanks,5,1
Produk bekerja dengan normal,5,1
Produk nya bagus dan pengiriman sangat cepat,5,1
Sudah diterima blm di coba,3,0
cepat and bagusssss bangetttt,5,1
Barangnya bagus sesuai pesanan dan dicoba lampu lednya nyala...cuman pengiriman agak lambat,5,1
"Tau kenapa gua beri bintang 5? Karna pelayanan bagus, langsung sampe barang.. gak pake basa basi.. recommended seller.. tengkyu..",5,1
"Barang sesuai. Dikirim dengan cepat. 
Terima kasih",5,1
"Produk sesuai, respon cepat, pengiriman tepat",5,1
Fast service and nice small switch,5,1
"Fast response, brg baik",4,1
"Barang sesuai pesanan, recomended.",5,1
Sangat cepat responnya tanpa basa basi barang sdh dikirimkan,5,1
"mantap, semoga awet barangnya...",5,1
produk bagus dan pengiriman cepat,4,1
"Bagus,mudah digunakan",5,1
"switch hub tp-link sdh smp gan, blm sempet di test tapi, thx ya gan",4,1
"works as advertised
thanks",5,1
"Good,, Barang sudah sampai dengan aman.",5,1
Mantap sekali barangmlnya cuco cinnn,5,1
okeeeeewwwwwwwwwwwwewwwwwwww,5,1
"Thanks Gan 
Sesuai deskripsi",5,1
Barang sdh di test dan lancar jaya.. Makasih banyak sebelmnya gan.. pokoknya recomended Seller agan..👍👍👍,5,1
"Produk berfungsi dengan sangat baik, terima kasih",5,1
bagus...terima kasih. Semoga awet,4,1
Respon cepat barang sesuai permintaan,5,1
barangnya jossss gan,5,1
"Barang oke, packing aman",4,1
thx gan map kelamaan baru balik soalnya jadi baru liat barang thx ya,4,1
"mantap switchnya, terima kasih",5,1
Barang nya bagus sesuai dengan kebutuhan. Recommended seller,5,1
"Barang bagus, harga bagus, recommended 👍🏻",5,1
Matabbbb barang Dateng tepat waktu,5,1
Barang sudah diterima respon cepat recommended seller,5,1
Cepat sampai. Udah dicoba dan lancar jaya. Ga usah setting.,5,1
"Barangnya bagus, sesuai barangnya dengan di gambar, ga ada masalah pas di coba, semoga awet deh barangnya...",4,1
"Produk yang diterima sesuai pesanan, recommended seller, delivery tepat waktu",5,1
"Terima kasih,barang sudah sampai",5,1
"Sudah sampe dengan selamat, sangat cepat respon penjulanya, psen rabu sore sampe kamis sore, recommend reseller. Barang jg sesuai expetasi. Pkoknya top BeGeTe.",5,1
"barang sesuai pesanan,pengiriman cepat",5,1
ok sampai tepat waktu mantap gan,5,1
Terima kasih..............,5,1
"Fast resp, tp ga ada rule/catatan sabtu-minggu tidak ada kirim2, jadi baru dikirim senin padahal dipake selasa. Packing bagus",5,1
"Barang bagus,packing rapij",5,1
"Barang tak terkirim, tpi udah refund kok",1,0
Batang ok pokonya sangat menyenangkan semoga aja awet ya gan barangnya,5,1
Barang sudah sampai gan terimakasih,5,1
"Sesuai dengan gambar dan deskripsi, super cepat mantappp",5,1
"Recomend banget ini,thanks iya",5,1
Barang sudah sampai sesuai pesanan,4,1
"Works, penjualnya juga fastrespon",5,1
Bagus saja krn dah tahu kwalitas tplink.,4,1
Barang sudah diterima dengan baik. Tapi belum dicoba.,5,1
Good product... thank you.....,5,1
Sesuai dg gambar dan mudah di aplikasikan,5,1
Respon yg bagus Cepat tanggap. pengirimannya cepat thank you. semoga alatnya bisa awet. dan makasih juga buat kejujurannya walaupun cuma seribu tapi dikembalikan. RECOMMENDED banget,5,1
Blm d coba.............................,3,0
Barang sesuai pesanan tapi packing kurang rapi.,5,1
Respond seller cepat sekali. Barang jadiny cepat sampai. Kualitas barang bagus dan sesuai ekspektasi. Terimakasih,5,1
produk sudah diterima produk ok,5,1
Oke sesuai dan pengirman cepat tepat,5,1
"Barang sesuai pesanan, packing rapih",5,1
Thx gan barang dah sampe....,4,1
Biar bintang berbicara..................,5,1
"Packing rapi dan pengiriman cepat ,rekomed seller",5,1
Barang sudah di terima dengan baik.. Sukses terus gan,5,1
👌👌👌👌👌👌👌👌👌👌👌👌👌,5,1
Okokokokokokokokokokokokokokokok,5,1
barang nympe dengan cepat dan produk sesuai dengan spek yg di gambar. terima kasih,5,1
mantap barang sudah sampai gan,5,1
Bintang yg berbicara dan best seller,5,1
Response very good. Very quick delivery only 2 hours arrived..,5,1
Produk ok sesuai pengiriman cepat rks.gan,5,1
Bagus...............,5,1
Bagus barangnya sesuai deskripsi,5,1
Thanks............................,4,1
Barang ok..harga ok..thx gan,5,1
Respon cepat barang ok,5,1
Respon cepat recomemded seller,5,1
Barang oke semua bos.trims,5,1
Terima kasih barang sudah kami terima,5,1
barang sesuai gambar dan cepat sampai,5,1
"Sesuai deskripsi, maaf telat kasih ulasan. Tks seller n tokopedia",5,1
"Sesuai pesanan, recommended seller",5,1
"barang sesuai deskripsi, fast shipping, harga murah. recommended store!",5,1
"cepat sekali pengirimannya, maaf baru bs kasih review produk.. semoga awet barangnya 😊",5,1
belum di coba.. tapi semoga bagus,4,1
"terimakasih barang sesuai pesanan, packing sangat rapi dan proses sangat cepat",5,1
"Pelayanan nya ramah, barangnya sesuai, recomended seller",5,1
"Mantap. Murah, gampang dipasang dan jos gandos. Cocok buat ane yg pake beberapa cctv ip camera.",5,1
Brg sudah mendarat..dan berfungsi dengan baik..kualitas sesuai harga..tx gan dh bantuin kerjaan urgent ane...,5,1
Eerrtyyghjjkkmnnbvvffdddsssd,5,1
Barang bagus sesuai dengan gambar,5,1
"Mantap deh juragan satu ini, selain harga murah juga pengiriman cepat",5,1
Gak perlu ragu deh utk order barang diseller ini.,5,1
mantappppp recomendedddd,5,1
Baik dan packing bagus,5,1
layanan cepat barang sesuai.,5,1
"ntapss, gak sampe 1 jam barang langsung dikirim ,
puass . sukses terus gan .",5,1
"Harga ok, produk ok, puas",5,1
Sesuai dengan pesanan dan cepat sampai,5,1
"Packaging rapiih, barang berfungsi dengan baik",5,1
Barang bagus dan sesuai deskripsi,5,1
"proses cepat, switch hub nya sangat mudah untuk digunakan dan berfungsi dengan baik.",5,1
Pesanan cepat sampai...Terimakasih !!!,5,1
"Barang mantap, recommended seller",5,1
Kemasan produk menarik dan produknya sendiri juga punya fungsi yg ringkas dan terlihat mewah. Harga gk bikin kantong kering kualitas gak bikin pusing.,5,1
Mantap producknya. Semoga awet.,5,1
pesanan diterima sesuai deskripsi,5,1
Recommended dan pengiriman baik,4,1
"barang oke, pengiriman oke",5,1
Barang sudah sampai dan berjalan sesuai yg diinginkan,5,1
barang cepat sampai....,5,1
maaf baru ngasih review.. barang berfungsi dengan baik terimkasih,5,1
"Unit belum ditest semoga baik, respon dan pengiriman baik dan cepat, packaging rapih dan aman...
Terimakasih gan",5,1
Brg sesuai deskripsi. Thanks ya!,5,1
"Barang bagus, dikirim super cepat, kurang dari 2 jam sdh diterima.
Terima kasih",5,1
Barang sudah diterima dengan baik dan benar. Terimakasih,5,1
Barang sesuai pesanan,5,1
"barang sesuai ,, berfungsi dengan baik 
pertahankan pelayanannya",5,1
Pesanan sudah diterima. Barang sesuai deskripsi. pengiriman cepat. Respon seller..ok lah. Pas dicoba..OK. Terima kasih gan,5,1
Sesuai pesanan.packing rapi.trims,5,1
Pengiriman cepat dan sesuai yang ditawarkan,5,1
terimakash. barang diterima dengan baik,5,1
Bagus. Terimakasih..,5,1
respon cepat dan barang juga cepat sampai...terima kasih,5,1
Produk tinggal plug and play,5,1
barang berfungsi dengan baik,5,1
respon sangat cepat dan barang memuaskan,5,1
Barang bagus pengiriman cepat,4,1
"paket sudah sampai sesuai dengan pesanan dan berfungsi dengan baik Recommended dah pokoknya, terima kasih gan",5,1
"produk sesuai  lapak,,sudah di test dan berfungsi dengan semestinya.mantap",5,1
top markotopppppppppppppppppppppppppppppppppppppppp,5,1
"Thanks bos, barang sesuai pesanan",5,1
"pengiriman cepat,barang seduai deskripsi",5,1
Semoga bermanfaat dan berkah,5,1
Kualitas bgs pengiriman cepat,5,1
keren cepet pelayananya,5,1
"Nice Srvices, Thank u very much..",5,1
Brg bagus.. resposif,5,1
Baik.berfungsi dengan normal,5,1
"Barang sesuai pesanan, pengiriman cepat sampai",5,1
"bentuknya kecil mdh2an sesuai harapan,",4,1
Sesuai dengan pesanan,5,1
barang sudah sampai gan dan sudah ditest bagus thx,5,1
tq...............................................................,4,1
"Maaf baru kasih ulasan neh gan..barang sesuai pesanan,datangnya jg cepet banget...pokok nya seeep dah!.",5,1
"Baramg sudah sampai dan rapi
Tp blm coba
Smg awet",5,1
Bagus dan murah speed okay,4,1
"respon cepat, kiriman cpt sampai.. memuaskan",5,1
mantab barang sesuai pesanan,5,1
"barang bagus, berfungsi dengan baik, mudah digunakan",5,1
"Packing baik, barang aman",5,1
barang sudah diterima dengan baik. terima kasih,5,1
Terimakasih..............,5,1
fast respon.. barang sdh di trima dgn baik sesuai gmbr. next kita psti order lgi.,5,1
Harga bersahabat dan kualitas barang baik. Thanks,5,1
Brg sesuai spec dan delivery cepat....,5,1
"Respon dan pengiriman cepat, sore pesan malem langsung dikirim besok siangnya sudah sampai. Packing rapi, kualitas barang juga oke. Recommended seller",5,1
"Mantap
Respon cepat
T e r i m a k a s i h",5,1
Barang sudah sampai terimakasih,5,1
"mantap, berfungsi dengan baik",5,1
bgs               uuhuuuuuuuuuuuuuuuuuuuuuuuuuuuu,5,1
barang sudah saya terima ya gan.,5,1
respon cepat dan packaging rapih recommended,5,1
Mantappppppppppppppp,5,1
pengiriman cepat. kemasan baik,5,1
Barang sudah sampai sesuai pesanan,5,1
"Barang sesuai deskripsi,  pelayanan ok, packing rapi",5,1
"Barang sudah diterima dalam waktu 10 jam, MANTAP !!",5,1
Barang sudah kami terima dengan baik. Terima kasih gan,5,1
mudah mudahan bagus soalnya belum di coba,5,1
"packaging aman, respon cepat",5,1
Secara keseluruhan puas. packing rapi,5,1
bagus. pengiriman juga cepat,5,1
thanks u barang sudah di terima,5,1
"Sudah terima Switch nya... Pengiriman cepat...

Bekerja dgn baik.. Cuma, saya kira bisa utk 5 LAN Output.... ternyata 1 Port nya utk INPUT... sisa 4 Port utk OUTPUT...
Tapi gak terlalu masalah... 
Recommended Seller...",5,1
barang sesuai deskripsi. berfungsi dengan baik. respon seller cepat. terima kasih,5,1
fast response.. barang sudah diterima,5,1
"barang sudah terima, thanks",5,1
"bagus,syg terkendala di kurir nya",5,1
"barang sampai dengan selamat, sukses trus gan",5,1
"Barang cepet bgt nyampenya, sesuai deskripsi juga! TOP!!!",5,1
"barang sudah sampai, respon cepat, sesuai gambar,   thanks",5,1
"barang sesuai deskripsi, respon cepat.",5,1
"barang sudah sampai, bagus barangnya. respon cepet dr seller. recommend seller. terima kasih",5,1
mantapppp...terima kasih,5,1
"Respon cepat, packaging rapi, dan pengirimannya juga cepat. Terima kasih",5,1
"barangnya sudah ane terima gan,maaf baru ksh ulasan.. seller ramah dan fast respon.. produknya blm ane coba semoga berfungsi dg baik yaaa.. thanks gan sukses terus usahanya..",5,1
terimakasih udah sampai,4,1
"barang sesuai pesanan, pelayanan cepat, thanks",5,1
Thx gan....................,4,1
barang bagus n sesuai deskripsi,5,1
Barang sesuai pengiriman cepat,5,1
"Sesuai, terima kasih,",5,1
good lah cepat nyampek nya,5,1
"Barang sesuai dengan deskripsi dan dikirim cepat, tapi belum dicoba, semoga tidak bermasalah. Terima kasih.",5,1
tenks gan barang nyampe,5,1
"barang sesuai order, respon seller ramah ,pengiriman cepat. 
recommend seller",5,1
barang sesuai dan bagus,5,1
Mantap dan cepat gan,5,1
"tq barang sudah sampai,",5,1
bagus dan cepat............,5,1
done ya gan......................................,5,1
Mantabs... Barang sesuai deskripsi..,5,1
"barang mantap, packing maknyus, fungsi best. 5 untukmu",5,1
cepat ramah langsung nyampe dan bisa dipakai,5,1
berfungsi baik dan komunikasinya mudah.,5,1
alhamdulillah barang langsung sampai dengan cepat.    tapi belum saya   coba,5,1
Produk sudah diterima dan sesuai dengan pesanan. Thanks gan,5,1
"produk belom dicoba, tetapi nyala. semoga aja awettt",5,1
bagus sesuai foto..........mmm.m,5,1
"packing rapi, kualitas oke barang nympe cepet",5,1
barangnya brfungsi dengan baik,5,1
OK. Nothing to complaint. Puas :),5,1
baguus.  thanks.............,5,1
thanks ya udah sampe gan barang nya,5,1
barangnya tiba dengan selamat... respon cepat... thanks,5,1
"berasa beli langsung. abis byr lsg proses, kirim dan sampe dgn selamat. terima kasih banyak",5,1
"barang bagus, pengiriman cepat sekali",5,1
"barang oke.. langsung pasang ga bermasalah..
respon penjual cepat.. pokoknya joss rekomen",5,1
bagussssssssssssssssssssss,5,1
barang sesuai pesanan...peking bagus,4,1
Barang sudah diterima dan berfungsi dengan baik.,5,1
Deskripsi produk akurat dan delivery cepat (1hr).,5,1
"biar bintang yg berbicara ya gan..
thanks",5,1
"Barang sudah di terima dan sesuai pesanan, terimakasih",5,1
respon seller dan kiriman cepat. blm dites moga lancar. makasih,5,1
"Respond cepattt, sipp",5,1
biar bintang berbicara..,4,1
barang di terima sesuai  .. pesenan .. kemasan rapi,4,1
"mungil, handal dan tanpa konfigurasi",5,1
Blm saya tes................,4,1
respon dan pengiriman cepat,4,1
bintang saja yang berbicara,5,1
biar bintang yg berbicara,5,1
"barang sudah sampai, tp blm sempet coba, semoga lancar dan Ok...",5,1
"brg uda d trima,packing rapi,sesuai pesanan,blm d coba mantap...",5,1
si[pppppppppppppppppppppppppppppppppppppppp,5,1
"terima kasih, switchnya sudah diterima. tapi belum dites.",5,1
terima kasih...... ............,4,1
"barsng nya sesuai, bagus ni pembelinya juga pengirimannya oke",5,1
barng bagus .. berjalan lancar mudah2an awet...,5,1
Terima kasih packingan rapi,5,1
"Respon Cepat, Barang Baru, Sesuai dan bekerja dengan baik. Thanks",5,1
fast response..................,5,1
size doesnt matter dan berfungsi dengan baik,5,1
baaggggguuuusssss.........,5,1
sudah diterima....cepat dan sesuai...,5,1
barang cepat sampai.. packaging bagus.. responsif.. thanks..,5,1
terimakasih barang sudah sampai,4,1
sangat memuaskan pengiriman barang cepat,5,1
"barang sesuai pesanan, proses lama",3,0
paket sudah nyampe. packing bagus dan response cepat. semoga awet,4,1
mantabbbbbbb cakepppppooo dh sampaii,5,1
"Sudah dites bekerja dengan baik, kualitas plastik bagus dan finishing rapih.",5,1
"Barang sudah sampai berfungsi dengan baik, cuma kurir grabnya rada oneng, dibilang alamat tidak ada/penerima tidak ada, padahal dihari yang sama saya mesan grab lainnya dan gak ada masalah, thanks",4,1
"psanan sudah diterima dengan baik, terima kasih",5,1
"hasil maksimal,barang cepet sampai,dan no fake...",5,1
"sesuai deskripsi di lapak ... cuma yg jadi permasalahannya ... dilapak tertulis GARANSI RESMI TP-LINK 1 TAHUN, tapi kenapa di produk tdk ada segel garansinya, baik dr TP-LINK maupun dr pihak penjual ... jika rusak harus klaim kemana? ...",3,0
"Mantab sangat, barang oke kwalitas oke good job bro",5,1
thanks bosss... .....,5,1
Barang bagus sesuai terimakasih,4,1
"produk sesuai dan pelayanan cepat, terimakasih",4,1
BAGUSSSSSSSSSSSSSSSSSSSSSSSSSS,5,1
cepet bener nyampenya. packing rapi,5,1
"respon kilat, pengiriman kilat, pokoknya semua serba kilat lah.
makasih agan yang baik hati cetar membahana badai catharina angin topan puting beliung gempa bumi tsunami, anda luar biasa!!!",5,1
bagussssssssssssssss,5,1
sesuai ekspektasi. tidak mengecewakan,4,1
makasih. barang diterima dengan baik,5,1
respon cepat. pengiriman cepat. barang sesuai pesanan,5,1
thanks seller...............................................,5,1
makasih barang dahsampe,4,1
langsung pakaiiiii..........,5,1
sip respon oke dan pengiriman cepat ...sukses slalu gan,5,1
"respon cepatttt, friendly",5,1
Produk Bagus & Service Top Notch. Recommended seller.,5,1
"respon cepat, barang bagus, sukses terus",5,1
